TimeSeriesId,Region,Product_Hierachy1,Product_Hierachy2,Product_Hierachy3,ABC_Classification,XYZ_Predictability,Price_Normalized,First_Goods_Issue_Date,Effective_Out_Date
1831,N,82,41,258,C,X,0.0106,4/1/2013,12/31/2030
1832,I,82,40,259,C,N,0.0387,3/30/2015,12/31/2030
1833,M,72,85,326,C,Z,0.0032,7/15/2013,12/31/2030
1834,U,72,57,105,C,Z,0.0564,8/2/2021,12/31/2030
1835,C,72,90,172, ,N,0.0187,12/16/2019,12/31/2030
1836,N,82,42,319,B,X,0.2879,6/8/2015,12/31/2023
1837,S,72,20,46,C,Z,0.0506,11/9/2020,12/31/2030
1838,S,73,57,109,A,Z,0.0747,3/6/2017,12/31/2030
1839,C,73,58,796,C,Z,0.0099,2/20/2017,12/31/2030
1840,C,82,41,256,C,Z,0.0082,10/12/2020,11/30/2023
1841,U,73,58,796,C,Z,0.0029,6/10/2019,12/31/2030
1842,M,72,10,17,B,Z,0.0411,2/18/2019,12/31/2030
1843,S,82,42,263,B,Z,0.2693,4/19/2021,12/31/2030
1844,C,73,0,85,B,Z,0.0349,8/22/2011,12/31/2030
1845,S,82,41,256,B,Y,0.0766,11/29/2010,12/31/2030
1846,U,72,20,39,C,Z,0.0359,7/24/2017,12/31/2030
1847,S,72,10,17,B,Z,0.0601,9/14/2020,12/31/2030
1848,N,82,85,648,C,Z,0.0281,2/15/2016,12/31/2030
1849,I,72,85,680,A,Z,0.0466,2/1/2016,12/31/2030
1850,I,73,58,796,C,Z,0.0025,9/10/2018,12/31/2030
1851,M,72,90,144,C,Z,0.0034,1/18/2016,12/31/2030
1852,U,82,42,254,C,Z,0.406,2/3/2020,12/31/2030
1853,I,73,53,108,C,Z,0.0022,4/24/2017,12/31/2030
1854,N,72,27,247,C,Z,0.1051,9/17/2018,12/31/2030
1855,M,72,10,18,C,Z,0.1615,10/26/2020,6/30/2024
1856,N,73,53,81,B,Z,0.2216,1/10/2022,12/31/2030
1857,S,72,85,326,C,Z,0.0035,9/9/2013,12/31/2030
1858,N,82,42,263,A,Z,0.0334,5/24/2021,6/30/2024
1859,S,73,57,111,C,Z,0.0335,4/1/2019,12/31/2030
1860,M,73,56,91,A,Z,0.0214,1/10/2022,12/31/2030
1861,U,73,58,796,C,Z,0.0099,3/27/2017,12/31/2030
1862,C,82,41,256,A,Z,0.0344,7/13/2020,12/31/2023
1863,N,73,56,96,C,N,0.0105,11/8/2021,12/31/2030
1864,C,72,21,61,A,X,0.0917,1/12/2015,12/31/2030
1865,C,72,14,9,B,Z,0.0951,2/6/2017,12/31/2030
1866,C,82,42,263,C,X,0.0294,7/4/2011,6/30/2024
1867,I,82,42,263,C,X,0.0294,7/4/2011,6/30/2024
1868,S,82,42,319,C,Z,0.2593,4/15/2019,12/31/2023
1869,S,72,23,41,C,Z,0.0638,4/13/2020,12/31/2030
1870,C,73,53,81,C,Z,0.1587,1/27/2020,12/31/2030
1871,I,82,41,255,A,Z,0.8954,1/20/2020,12/31/2030
1872,N,72,20,38,C,Z,0.0738,7/13/2020,12/31/2030
1873,C,73,58,796,C,Z,0.0038,3/25/2019,12/31/2030
1874,I,72,20,62,C,N,0.0625,4/19/2021,12/31/2030
1875,N,72,10,17,A,Z,0.0601,8/3/2020,12/31/2030
1876,C,72,16,248,C,Z,0.0405,4/6/2015,12/31/2030
1877,C,72,20,36,C,Z,0.0417,12/13/2010,6/30/2023
1878,I,72,85,648,B,Z,0.0486,9/6/2021,12/31/2030
1879,M,72,0,21,C,Z,0.0055,6/16/2014,12/31/2030
1880,I,73,21,32,A,Z,0.1285,1/15/2018,12/31/2030
1881,I,73,21,26,A,Z,0.087,1/10/2022,12/31/2030
1882,S,82,40,259,B,Z,0.0766,3/1/2021,12/31/2030
1883,S,72,90,133,C,Z,0.0109,10/22/2018,12/31/2030
1884,S,72,57,105,C,Z,0.055,11/21/2016,12/31/2030
1885,I,72,10,17,C,X,0.0483,1/16/2017,12/31/2030
1886,M,73,53,108,A,Z,0.0072,7/14/2014,12/31/2030
1887,M,72,21,29,C,X,0.0539,10/7/2019,12/31/2030
1888,I,72,21,61,C,Y,0.0917,5/4/2015,12/31/2030
1889,C,73,53,108,A,X,0.0614,1/29/2018,12/31/2030
1890,I,72,14,9,C,Z,0.1397,1/17/2011,12/31/2030
1891,I,73,58,796,B,Z,0.0065,10/28/2013,12/31/2030
1892,U,72,16,54,C,Z,0.0179,8/27/2018,12/31/2030
1893,I,72,10,17,C,Z,0.0662,11/11/2019,12/31/2030
1894,N,73,58,796,C,Z,0.007,3/2/2020,12/31/2030
1895,N,72,23,41,C,Z,0.0627,9/14/2020,12/31/2030
1896,I,72,21,25,C,Z,0.0712,10/1/2018,12/31/2030
1897,S,82,41,256,A,X,0.1247,7/20/2020,12/31/2030
1898,S,72,16,54,C,Z,0.0179,7/2/2018,12/31/2030
1899,U,82,41,256,C,Z,0.0487,8/19/2019,12/31/2030
1900,S,73,53,81,Unknown,Unknown,0.3479,4/7/2014,12/31/2030
1901,S,72,10,18,C,Z,0.1025,2/22/2021,12/31/2030
1902,N,73,57,106,A,Z,0.0808,3/14/2016,5/31/2023
1903,S,72,10,17,C,Z,0.0672,10/5/2020,12/31/2030
1904,N,73,53,88,C,Z,0.0073,5/21/2018,12/31/2030
1905,C,73,52,148,C,Z,0.0802,1/18/2021,12/31/2030
1906,I,82,41,256,A,Z,0.2783,8/10/2020,12/31/2030
1907,C,72,14,9,A,X,0.0579,11/7/2011,12/31/2030
1908,N,73,58,149,C,Z,0.0014,3/17/2014,12/31/2030
1909,I,73,21,101,A,Z,0.0115,11/29/2010,12/31/2030
1910,N,72,85,719,C,Z,0.0046,10/1/2018,12/31/2030
1911,N,72,10,21,C,Z,0.0427,10/12/2020,12/31/2030
1912,C,82,41,258,A,Z,0.0778,11/29/2010,12/31/2030
1913,S,72,12,5,A,Z,0.0296,3/8/2021,12/31/2030
1914,U,72,27,247,B,Z,0.117,11/2/2020,12/31/2030
1915,I,73,56,91,C,Z,0.0457,3/28/2016,12/31/2030
1916,M,73,57,109,B,Z,0.0842,3/13/2017,12/31/2030
1917,N,72,14,9,B,Z,0.0662,2/13/2017,12/31/2030
1918,M,73,53,108,C,Z,0.002,5/14/2018,12/31/2030
1919,S,73,75,605,C,Z,0.0038,11/28/2011,12/31/2030
1920,I,72,20,39,A,Z,0.0862,8/3/2015,6/30/2023
1921,I,73,53,81,A,Z,0.0745,11/29/2010,12/31/2030
1922,N,72,10,17,C,Z,0.1593,3/1/2021,6/30/2024
1923,I,73,57,106,B,Z,0.059,2/8/2021,12/31/2030
1924,N,73,56,91,C,Z,0.0214,2/28/2022,12/31/2030
1925,S,72,90,133,B,Z,0.0135,8/13/2018,12/31/2030
1926,N,73,58,146,C,Z,0.0044,1/15/2018,12/31/2030
1927,M,82,40,259,B,Z,0.0641,1/25/2021,12/31/2030
1928,C,72,14,9,C,Z,0.1284,11/29/2010,12/31/2030
1929,S,72,20,39,C,N,0.0317,3/5/2018,12/31/2030
1930,I,72,90,144,C,Z,0.0511,2/28/2022,12/31/2030
1931,N,72,21,25,C,Z,0.0766,11/29/2010,12/31/2030
1932,M,73,53,81,B,Y,0.3438,2/17/2020,12/31/2030
1933,N,73,56,97,C,Z,0.0014,11/29/2010,12/31/2030
1934,N,82,41,256,C,X,0.1136,2/13/2017,12/31/2030
1935,S,72,27,247,C,N,0.0673,2/26/2018,12/31/2030
1936,S,73,56,97,B,Y,0.0024,11/29/2010,12/31/2030
1937,I,72,16,248,C,Z,0.0277,5/31/2021,12/31/2030
1938,U,72,21,25,C,Z,0.0417,8/16/2021,12/31/2030
1939,U,73,58,796,C,Z,0.0032,5/23/2016,12/31/2030
1940,U,82,41,256,A,Z,0.0344,3/13/2017,12/31/2030
1941,I,72,21,55,B,X,0.0531,5/15/2017,12/31/2030
1942,N,82,41,256,C,Z,0.0148,3/4/2013,12/31/2030
1943,N,73,85,648,C,Y,0.0594,5/15/2017,12/31/2030
1944,M,73,58,796,B,Z,0.0118,3/18/2019,12/31/2030
1945,N,73,53,81,C,N,0.1577,5/18/2020,12/31/2030
1946,N,82,41,256,B,Z,0.0764,6/15/2020,12/31/2023
1947,I,82,42,254,C,Z,0.0494,8/15/2022,12/31/2030
1948,S,72,90,133,C,Z,0.0109,12/3/2018,12/31/2030
1949,N,72,10,18,A,Z,0.091,1/10/2022,12/31/2030
1950,M,82,42,263,A,Z,0.0164,7/18/2016,12/31/2030
1951,M,72,27,247,C,N,0.0908,11/14/2016,6/30/2023
1952,C,72,10,21,A,Z,0.0253,1/26/2015,12/31/2030
1953,C,73,21,101,B,Z,0.0056,11/29/2010,12/31/2030
1954,C,72,10,18,A,X,0.0885,11/9/2020,12/31/2030
1955,S,73,57,109,A,Z,0.094,3/13/2017,12/31/2030
1956,S,73,56,97,B,Y,0.0025,6/6/2016,12/31/2030
1957,S,73,57,109,C,Y,0.4547,2/18/2013,12/31/2030
1958,N,73,56,90,C,Z,0.2121,3/28/2022,12/31/2030
1959,I,82,41,256,C,Z,0.0764,6/22/2020,12/31/2030
1960,M,72,10,21,C,Z,0.0207,10/4/2021,12/31/2030
1961,C,72,10,21,B,Z,0.0218,5/4/2015,12/31/2030
1962,U,73,21,101,C,Z,0.0121,12/6/2010,12/31/2030
1963,M,72,85,649,C,Z,0.0126,2/22/2021,12/31/2030
1964,N,72,10,17,A,Z,0.0633,11/2/2020,12/31/2030
1965,M,72,20,62,C,Z,0.0625,2/22/2021,12/31/2030
1966,C,73,53,88,C,Y,0.0088,2/4/2019,12/31/2030
1967,C,72,90,132,A,Z,0.016,4/30/2018,12/31/2030
1968,N,72,16,248,C,N,0.0389,10/11/2021,12/31/2030
1969,N,82,41,258,A,X,0.0131,9/8/2014,12/31/2030
1970,S,73,57,113,C,Z,0.1072,6/21/2021,12/31/2030
1971,I,72,10,17,A,Z,0.0633,11/2/2020,12/31/2030
1972,U,72,85,648,C,N,0.0194,9/14/2020,12/31/2030
1973,U,73,58,796,C,Z,0.0031,1/20/2020,12/31/2030
1974,C,72,85,680,A,X,0.0753,3/13/2017,12/31/2030
1975,C,73,56,97,B,Z,0.0014,11/29/2010,12/31/2030
1976,I,72,10,17,A,X,0.0672,11/30/2020,12/31/2030
1977,N,72,57,105,A,X,0.0327,8/31/2020,12/31/2030
1978,U,72,20,39,B,Z,0.0488,5/5/2014,12/31/2030
1979,M,73,57,109,B,Z,0.0322,8/18/2014,12/31/2030
1980,N,82,41,256,A,Z,0.0987,7/13/2020,12/31/2030
1981,S,72,20,37,B,X,0.0694,11/5/2012,12/31/2030
1982,N,72,20,62,C,Z,0.0404,1/4/2021,12/31/2030
1983,U,72,90,144,C,Z,0.0511,4/11/2022,12/31/2030
1984,I,73,53,81,C,N,0.193,7/22/2019,12/31/2030
1985,I,82,41,258,A,X,0.0131,9/29/2014,12/31/2030
1986,M,82,40,259,C,Z,0.0322,10/8/2018,12/31/2030
1987,C,73,57,111,C,X,0.0327,2/18/2019,12/31/2030
1988,I,82,40,259,B,Z,0.0563,2/8/2021,12/31/2030
1989,I,72,12,5,C,Z,0.0555,3/21/2022,12/31/2030
1990,N,73,53,108,C,Z,0.0614,2/26/2018,12/31/2030
1991,M,73,90,320,A,Z,0.0071,2/27/2012,12/31/2030
1992,N,82,41,255,A,Z,0.4091,3/16/2020,12/31/2030
1993,S,73,58,796,C,Z,0.0037,9/6/2021,12/31/2030
1994,C,73,57,106,B,Z,0.1594,4/18/2022,12/31/2030
1995,N,72,90,144,C,Z,0.0045,5/5/2014,12/31/2030
1996,S,73,58,146,C,Z,0.0044,10/29/2018,12/31/2030
1997,C,73,53,88,C,Z,0.0095,2/4/2019,12/31/2030
1998,C,72,10,21,C,Z,0.0373,8/17/2020,12/31/2030
1999,N,72,20,39,C,N,0.0632,5/10/2021,12/31/2030
2000,S,72,21,55,C,X,0.0612,7/3/2017,12/31/2030
2001,M,82,41,256,A,Z,0.1144,7/6/2020,12/31/2030
2002,N,73,58,149,C,Z,0.0017,2/11/2019,12/31/2030
2003,I,82,41,256,C,Z,0.1411,4/30/2012,12/31/2030
2004,S,72,90,135,A,Z,0.037,9/21/2020,12/31/2030
2005,C,72,90,35,B,Z,0.0811,11/29/2010,12/31/2030
2006,N,73,53,81,A,Z,0.2123,12/6/2021,12/31/2030
2007,N,73,53,81,B,Z,0.3057,5/25/2020,12/31/2030
2008,N,82,40,259,B,Z,0.0478,12/20/2021,12/31/2030
2009,N,72,57,105,C,Z,0.0857,11/23/2020,12/31/2030
2010,U,72,10,18,A,Z,0.0889,11/16/2020,12/31/2030
2011,M,72,10,18,C,Z,0.0672,11/23/2015,12/31/2030
2012,S,72,14,9,B,Z,0.0951,2/6/2017,12/31/2030
2013,N,73,53,108,A,Z,0.6184,2/8/2021,12/31/2030
2014,N,73,56,90,A,X,0.0799,12/20/2021,12/31/2030
2015,C,73,58,796,B,Z,0.0132,3/6/2017,12/31/2030
2016,M,82,85,648,C,Z,0.0156,3/8/2021,12/31/2030
2017,U,82,85,732,C,Z,0.0813,10/12/2015,12/31/2030
2018,C,73,58,796,C,Z,0.0037,5/25/2020,12/31/2030
2019,U,73,58,79,C,Z,0.0069,2/4/2013,12/31/2030
2020,M,73,90,220,A,Z,0.0147,9/3/2018,12/31/2030
2021,M,72,14,9,B,Z,0.1143,4/17/2017,12/31/2030
2022,S,72,90,144,C,Z,0.088,6/13/2022,12/31/2030
2023,S,73,56,92,B,Z,0.0928,5/31/2021,12/31/2030
2024,C,72,12,5,C,Z,0.0555,9/11/2017,12/31/2030
2025,C,72,20,62,C,Z,0.0404,11/30/2020,12/31/2030
2026,N,82,41,256,A,X,0.1,6/22/2020,12/31/2023
2027,N,72,20,62,C,Z,0.0625,12/14/2020,12/31/2030
2028,M,82,41,255,C,Z,0.0654,12/6/2010,12/31/2030
2029,N,73,53,108,C,Z,0.0129,3/12/2018,12/31/2030
2030,C,72,77,33,C,Z,0.0629,9/12/2022,12/31/2030
2031,N,72,20,39,B,Z,0.0374,3/28/2011,6/30/2023
2032,N,72,20,37,B,Z,0.0865,10/8/2012,12/31/2030
2033,S,73,53,81,B,Z,0.2172,2/17/2020,10/31/2023
2034,M,82,41,255,A,Z,0.2392,4/4/2011,12/31/2030
2035,N,72,85,680,C,Z,0.0848,4/4/2022,12/31/2030
2036,I,73,21,101,B,Z,0.0075,5/7/2018,12/31/2030
2037,M,72,20,37,B,Z,0.0692,10/29/2012,6/30/2023
2038,M,82,40,260,C,Z,0.0815,10/5/2015,12/31/2030
2039,M,73,85,648,A,Z,0.0886,3/17/2014,12/31/2030
2040,I,72,10,17,Unknown,Unknown,0.0474,10/11/2021,12/31/2030
2041,I,72,14,9,B,Z,0.1167,11/29/2010,12/31/2030
2042,M,72,21,25,C,N,0.04,1/16/2017,12/31/2030
2043,C,82,41,255,B,Z,0.3861,2/28/2011,3/31/2025
2044,C,72,27,247,C,Z,0.1051,9/17/2018,12/31/2030
2045,U,72,10,21,C,Z,0.012,5/19/2014,12/31/2030
2046,C,73,56,96,C,Z,0.0138,1/3/2022,12/31/2030
2047,N,73,57,112,C,Z,0.0227,5/16/2022,12/31/2030
2048,I,73,90,220,A,Z,0.005,8/20/2018,12/31/2030
2049,I,72,10,18,A,X,0.0885,11/9/2020,12/31/2030
2050,C,72,16,248,C,Z,0.0025,3/17/2014,12/31/2030
2051,N,72,16,54,C,Z,0.0219,9/19/2022,12/31/2030
2052,N,73,53,81,C,Z,0.0671,5/16/2022,12/31/2030
2053,S,82,41,257,C,Z,0.178,11/28/2016,12/31/2030
2054,S,73,56,90,A,Z,0.0504,1/25/2021,12/31/2030
2055,S,73,57,109,A,Z,0.0757,5/25/2020,12/31/2030
2056,N,72,21,26,A,Z,0.0446,10/8/2012,12/31/2030
2057,C,73,53,88,C,Z,0.0074,1/29/2018,12/31/2030
2058,S,72,21,29,A,Z,0.0614,2/15/2016,12/31/2030
2059,U,72,85,326,C,Z,0.0058,8/5/2013,12/31/2030
2060,C,72,16,54,C,Z,0.0179,4/30/2018,12/31/2030
2061,M,82,85,648,C,Z,0.0036,9/24/2012,12/31/2030
2062,C,73,56,99,A,Z,0.072,1/18/2016,12/31/2030
2063,N,72,23,41,B,Z,0.0243,10/31/2022,12/31/2030
2064,C,72,10,18,C,X,0.0294,9/7/2020,12/31/2030
2065,N,82,41,256,C,Z,0.0344,8/10/2020,12/31/2030
2066,M,82,40,259,C,Z,0.0107,9/17/2018,12/31/2030
2067,M,73,21,101,B,Z,0.0056,12/6/2010,12/31/2030
2068,U,73,56,97,B,Z,0.0014,11/29/2010,12/31/2030
2069,C,72,10,18,B,Z,0.1027,7/25/2022,12/31/2030
2070,N,72,20,36,B,X,0.0413,11/29/2010,12/31/2030
2071,M,82,41,257,A,Z,0.0961,11/29/2010,12/31/2030
2072,C,82,90,172,C,N,0.039,1/23/2017,12/31/2030
2073,C,73,56,90,B,Z,0.0875,10/11/2021,12/31/2030
2074,S,73,58,149,B,Z,0.0015,3/24/2014,12/31/2030
2075,N,72,85,326,C,Z,0.0044,7/22/2013,12/31/2030
2076,I,72,16,54,B,Z,0.0202,5/20/2013,12/31/2030
2077,C,73,52,148,C,Z,0.0744,2/1/2021,12/31/2030
2078,I,72,21,29,C,Z,0.0523,10/28/2013,12/31/2030
2079,N,72,21,29,C,Z,0.0644,4/4/2011,12/31/2030
2080,C,82,90,172,C,Z,0.5758,11/5/2018,1/31/2025
2081,I,72,57,105,B,Z,0.0578,4/24/2017,12/31/2030
2082,S,72,21,55,C,N,0.0531,9/18/2017,12/31/2030
2083,M,73,56,97,C,Y,0.0024,12/13/2010,12/31/2030
2084,U,72,16,54,C,Z,0.0179,9/10/2018,12/31/2030
2085,M,72,21,25,C,Z,0.0489,10/4/2021,12/31/2030
2086,C,72,21,25,C,Z,0.0655,12/6/2010,12/31/2030
2087,S,82,41,256,C,Z,0.0082,10/12/2020,11/30/2023
2088,I,72,21,29,B,Z,0.0518,1/3/2011,12/31/2030
2089,C,82,42,254,C,Z,0.225,4/8/2019,12/31/2030
2090,S,73,58,796,C,N,0.0029,1/13/2020,12/31/2030
2091,I,72,21,26,C,Z,0.0512,5/16/2011,12/31/2030
2092,N,73,53,81,A,Z,0.0752,2/3/2014,12/31/2030
2093,I,82,41,258,A,Z,0.0422,9/20/2021,12/31/2030
2094,S,72,10,17,C,X,0.0264,8/3/2020,12/31/2030
2095,M,73,53,81,C,N,0.3781,10/12/2020,12/31/2030
2096,C,72,90,132,B,Z,0.0206,6/4/2018,12/31/2030
2097,U,72,85,326,C,Z,0.0058,8/5/2013,12/31/2030
2098,S,82,41,256,C,Z,0.0344,8/3/2020,12/31/2030
2099,U,82,41,257,C,Z,0.0961,1/10/2011,12/31/2030
2100,N,73,56,91,B,X,0.0471,2/22/2016,12/31/2030
2101,S,73,53,81,B,Y,0.0682,1/13/2014,12/31/2030
2102,N,72,21,29,C,Z,0.0644,11/29/2010,12/31/2030
2103,C,73,58,149,B,Z,0.0105,1/6/2014,12/31/2030
2104,N,72,20,38,A,X,0.0588,3/14/2011,12/31/2030
2105,M,72,21,26,B,Z,0.0444,9/24/2012,12/31/2030
2106,I,73,58,796,C,Z,0.0042,4/8/2019,12/31/2030
2107,I,72,27,247,A,X,0.0736,1/25/2016,12/31/2030
2108,C,73,56,92,A,Z,0.0928,11/23/2020,12/31/2030
2109,M,72,27,247,A,X,0.0629,5/16/2016,12/31/2030
2110,N,72,90,35,B,Z,0.0547,9/15/2014,12/31/2030
2111,N,72,16,248,B,Z,0.0405,9/29/2014,12/31/2030
2112,C,73,51,102,C,Z,0.1947,2/20/2012,12/31/2030
2113,M,72,21,25,B,Z,0.0704,12/20/2010,12/31/2030
2114,I,72,10,21,C,Z,0.0329,9/14/2015,12/31/2030
2115,C,72,10,18,A,Z,0.049,1/24/2022,12/31/2030
2116,I,72,85,680,A,Z,0.0753,2/5/2018,12/31/2030
2117,I,82,40,259,C,Z,0.033,2/1/2016,12/31/2030
2118,M,73,56,90,A,Z,0.126,10/11/2021,12/31/2030
2119,C,73,56,91,C,Z,0.0483,2/29/2016,12/31/2030
2120,C,82,41,256,A,Z,0.2783,8/10/2020,12/31/2030
2121,N,72,21,29,B,X,0.0577,11/29/2010,12/31/2030
2122,I,72,27,247,B,Z,0.0762,9/26/2016,12/31/2030
2123,C,72,20,39,A,X,0.0274,2/24/2014,12/31/2030
2124,C,73,56,97,A,Y,0.0021,11/29/2010,12/31/2030
2125,M,72,85,326,C,Z,0.003,7/1/2013,12/31/2030
2126,S,72,90,144,B,Y,0.0867,5/12/2014,12/31/2030
2127,C,72,14,9,C,Z,0.1424,2/6/2017,12/31/2030
2128,N,82,41,256,A,X,0.1247,7/20/2020,12/31/2030
2129,N,73,56,96,C,Z,0.0141,8/8/2011,12/31/2030
2130,M,72,90,144,A,X,0.0867,2/3/2014,12/31/2030
2131,N,82,41,257,B,Z,0.0865,11/29/2010,12/31/2030
2132,N,72,14,9,B,Y,0.1118,8/29/2022,12/31/2030
2133,I,72,20,38,C,Z,0.0462,5/22/2017,12/31/2030
2134,C,72,20,37,C,Z,0.0696,1/21/2013,12/31/2030
2135,N,72,21,25,B,Z,0.0517,1/31/2011,12/31/2030
2136,I,72,85,326,C,Z,0.0035,9/9/2013,12/31/2030
2137,U,82,90,172,Unknown,Unknown,0.0012,11/2/2020,12/31/2030
2138,N,73,53,81,B,Z,0.4293,2/3/2020,12/31/2030
2139,C,82,42,254,A,X,0.8151,5/17/2021,12/31/2030
2140,U,72,10,18,B,Z,0.1117,10/26/2020,6/30/2024
2141,N,72,20,50,C,Z,0.0036,3/1/2021,12/31/2030
2142,N,73,56,90,B,Z,0.0823,10/11/2021,12/31/2030
2143,S,73,57,109,B,Z,0.4636,5/18/2015,12/31/2030
2144,U,72,10,18,A,Z,0.0889,10/18/2021,12/31/2030
2145,I,82,41,256,C,N,0.0948,8/20/2018,12/31/2030
2146,N,72,20,50,C,Z,0.0029,2/22/2021,12/31/2030
2147,S,73,57,109,B,Z,0.0747,3/13/2017,12/31/2030
2148,M,73,58,149,C,Z,0.0015,3/17/2014,12/31/2030
2149,N,73,58,796,C,Z,0.0153,5/23/2022,12/31/2030
2150,S,82,40,260,B,Z,0.1115,5/4/2015,12/31/2030
2151,N,73,56,92,B,Z,0.0606,1/25/2021,12/31/2030
2152,N,82,41,256,C,Z,0.234,1/14/2019,12/31/2030
2153,N,82,41,256,A,Z,0.0645,8/7/2017,12/31/2030
2154,N,73,58,796,C,Z,0.0099,2/20/2017,12/31/2030
2155,S,72,21,625,A,X,0.0102,5/22/2017,12/31/2030
2156,N,72,10,18,C,Z,0.049,1/17/2022,12/31/2030
2157,M,72,10,17,A,Z,0.106,2/28/2022,12/31/2030
2158,N,82,41,255,A,X,0.8954,11/11/2019,12/31/2030
2159,C,82,85,648,C,Z,0.0156,2/8/2021,12/31/2030
2160,N,73,57,113,A,Z,0.1663,1/11/2021,12/31/2030
2161,U,72,85,680,C,Z,0.0413,7/25/2022,12/31/2030
2162,N,82,85,648,C,Z,0.0036,1/31/2011,12/31/2030
2163,I,73,58,149,B,Z,0.0105,3/10/2014,12/31/2030
2164,S,82,40,260,B,X,0.0632,8/17/2015,12/31/2030
2165,N,73,56,94,C,Z,0.0045,3/28/2011,12/31/2030
2166,S,72,21,55,A,Z,0.0643,4/30/2018,12/31/2030
2167,M,82,40,259,C,Z,0.0483,2/3/2020,12/31/2023
2168,C,72,85,719,C,Z,0.0045,2/10/2020,12/31/2030
2169,M,72,85,719,C,Z,0.0045,4/20/2020,12/31/2030
2170,M,82,41,255,C,Z,0.0654,11/29/2010,12/31/2030
2171,C,72,20,37,C,Z,0.0787,11/5/2012,6/30/2023
2172,I,73,56,90,B,Z,0.0504,2/15/2021,12/31/2030
2173,S,73,58,796,C,Z,0.001,2/28/2022,12/31/2030
2174,I,73,56,91,C,Z,0.1004,6/6/2022,12/31/2030
2175,S,73,57,109,B,Z,0.3737,3/16/2015,12/31/2030
2176,S,72,90,35,C,Z,0.0547,9/21/2015,12/31/2030
2177,I,72,10,18,B,X,0.1109,8/31/2020,6/30/2024
2178,C,72,10,21,C,Z,0.0229,9/19/2022,12/31/2030
2179,S,82,40,260,B,X,0.0744,5/4/2015,12/31/2030
2180,M,73,58,149,A,Z,0.0017,3/4/2019,12/31/2030
2181,S,73,57,109,C,Z,0.0195,5/18/2015,12/31/2030
2182,N,73,58,796,C,Z,0.0032,4/18/2016,12/31/2030
2183,N,72,27,247,A,X,0.0736,1/25/2016,12/31/2030
2184,C,72,57,105,C,Z,0.0512,3/13/2017,12/31/2030
2185,M,72,10,18,C,Z,0.1016,2/21/2022,12/31/2030
2186,S,72,10,18,C,Z,0.049,4/25/2022,12/31/2030
2187,I,72,20,40,C,Z,0.0552,1/10/2011,12/31/2030
2188,I,72,85,719,C,Z,0.0046,9/10/2018,12/31/2030
2189,M,73,56,97,B,Z,0.0023,11/29/2010,12/31/2030
2190,I,72,85,719,C,Z,0.0037,11/19/2018,12/31/2030
2191,S,72,10,18,B,X,0.1109,8/31/2020,6/30/2024
2192,S,82,41,256,A,Z,0.1434,8/28/2017,12/31/2030
2193,S,82,85,732,C,Z,0.1466,9/14/2015,12/31/2023
2194,N,72,21,625,C,Z,0.0102,5/27/2019,12/31/2030
2195,M,72,20,36,C,Z,0.0527,10/1/2012,12/31/2030
2196,C,73,56,90,C,Z,0.0923,9/12/2022,12/31/2030
2197,M,73,56,90,A,Z,0.0482,1/11/2021,12/31/2030
2198,C,72,20,39,C,Z,0.0317,1/8/2018,12/31/2030
2199,M,73,58,796,C,Z,0.0031,8/5/2019,12/31/2030
2200,M,82,40,259,B,Z,0.0563,2/15/2021,12/31/2030
2201,C,72,20,38,C,Z,0.0615,1/1/2018,12/31/2030
2202,N,73,51,102,B,Z,0.1802,11/29/2010,12/31/2030
2203,N,72,85,326,C,Z,0.006,7/22/2013,12/31/2030
2204,S,72,0,21,C,Z,0.01,6/30/2014,12/31/2030
2205,M,73,56,96,A,Z,0.0135,1/17/2022,12/31/2030
2206,C,72,21,55,B,X,0.0612,5/29/2017,12/31/2030
2207,M,72,21,29,B,X,0.0614,11/2/2015,12/31/2030
2208,I,72,20,39,B,Z,0.0278,11/26/2018,12/31/2030
2209,C,72,10,21,B,Z,0.0329,2/16/2015,12/31/2030
2210,C,72,21,55,A,Z,0.0643,4/16/2018,12/31/2030
2211,M,73,58,796,C,Z,0.0042,7/15/2019,12/31/2030
2212,C,73,53,81,C,Z,0.0671,12/9/2013,12/31/2030
2213,C,73,56,90,A,Z,0.1262,2/5/2018,12/31/2030
2214,I,73,53,81,C,Z,0.2099,2/10/2020,12/31/2030
2215,C,82,41,256,A,Z,0.1434,8/28/2017,12/31/2030
2216,N,73,57,106,C,Z,0.0724,3/28/2022,12/31/2030
2217,S,73,53,88,C,Z,0.0094,12/20/2010,12/31/2030
2218,M,72,90,144,B,Z,0.0638,2/3/2014,12/31/2030
2219,I,73,56,90,B,Z,0.126,6/14/2021,12/31/2030
2220,U,73,51,104,B,Z,0.0178,11/29/2010,12/31/2030
2221,S,73,56,94,A,Z,0.0045,11/29/2010,12/31/2030
2222,C,72,21,25,C,Z,0.0394,3/12/2012,12/31/2030
2223,M,72,21,25,C,Z,0.0432,5/14/2012,12/31/2030
2224,S,72,57,105,C,Z,0.0857,11/30/2020,12/31/2030
2225,I,82,41,258,A,X,0.0394,2/3/2014,12/31/2030
2226,S,82,90,172, ,Z,0.0788,3/8/2021,12/31/2030
2227,N,73,57,109,C,Z,0.0214,6/29/2015,12/31/2030
2228,M,73,53,81,C,Z,0.2407,2/24/2020,12/31/2030
2229,S,73,56,91,C,Z,0.0214,1/31/2022,12/31/2030
